,id,lot_frontage,lot_area,overall_qual,overall_cond,year_built,year_remod/add,mas_vnr_area,bsmtfin_sf_1,bsmtfin_sf_2,bsmt_unf_sf,total_bsmt_sf,1st_flr_sf,2nd_flr_sf,low_qual_fin_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,totrms_abvgrd,fireplaces,garage_cars,garage_area,wood_deck_sf,open_porch_sf,enclosed_porch,3ssn_porch,screen_porch,pool_area,misc_val,mo_sold,yr_sold,total_sf,total_bth,total_bth/sf,total_bed/sf,sale_code,neighborhood,nbhd_rank,nbhd_rank_idx,nbhd_rank_idx_1,nbhd_rank_idx_2,nbhd_rank_idx_3,nbhd_rank_idx_4,nbhd_rank_idx_5,nbhd_rank_idx_6,zone_code,A/C_Y,pvddrv_Y,ex_kitch,is_flat,func_typ,ex_ext,zoning,zne_I (all),zne_R,cond1_A,cond1_N,cond2_A,cond2_N,PosA,PosN,pos_a/n,has_pool,good_pool,sale_high,good_roof,2story,feats,good_bsmt,good_fire,good_grg,is_new,is_new_1,old_val,is_new_rem,is_new_rem_1,old_rem,ext_code,bsmt_code,fire_code,grg_code,pool_code,ktch_code,log_qual,estimates
174,1007,0.0,10832,7,5,1994,1996,0.0,0.0,0.0,712.0,712.0,1086,809,0,1895,0.0,0.0,2,1,3,1,7,1,2.0,409.0,143,46,0,0,0,0,500,10,2008,2607.0,3.0,0.0011507479861910242,0.0011507479861910242,4,Gilbert,12,3,0,0,1,0,0,0,1,1,1,0,1,1,0,R,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,1,1,1,0,0,1994,0,0,1994,2,2,2,2,0,4,1.9459101490553132,198340.18943466785
175,2610,77.0,9786,6,7,1962,1981,0.0,600.0,0.0,312.0,912.0,1085,649,0,1734,0.0,0.0,1,1,3,1,7,1,2.0,440.0,0,0,0,0,128,0,0,6,2006,2646.0,2.0,0.0007558578987150416,0.0011337868480725624,4,NAmes,16,5,0,0,0,0,1,0,1,1,1,0,0,1,0,R,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,1,0,1,0,0,1962,0,0,1962,2,2,4,2,0,4,1.791759469228055,160132.07820640577
176,1952,60.0,5400,5,6,1920,1950,0.0,0.0,0.0,691.0,691.0,691,0,0,691,0.0,0.0,1,0,2,1,4,0,1.0,216.0,0,20,94,0,0,0,0,1,2007,1382.0,1.0,0.000723589001447178,0.001447178002894356,4,OldTown,24,6,0,0,0,0,0,1,1,1,0,1,1,1,0,R,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1920,2,2,0,2,0,5,1.6094379124341003,116628.83050552048
177,2719,75.0,8235,5,4,1977,1977,99.0,483.0,0.0,1466.0,1949.0,1949,0,0,1949,0.0,0.0,2,0,6,2,10,0,2.0,586.0,32,0,0,0,0,0,0,5,2006,3898.0,2.0,0.000513083632632119,0.0015392508978963571,4,Sawyer,19,5,0,0,0,0,1,0,1,1,1,0,1,1,0,R,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,1977,0,0,1977,2,2,0,2,0,2,1.6094379124341003,184816.8163452812
178,2921,21.0,1894,4,5,1970,1970,0.0,252.0,0.0,294.0,546.0,546,546,0,1092,0.0,0.0,1,1,3,1,6,0,1.0,286.0,0,24,0,0,0,0,0,4,2006,1638.0,2.0,0.001221001221001221,0.0018315018315018315,4,MeadowV,27,6,0,0,0,0,0,1,3,1,1,0,1,1,0,R,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,1,1,1,0,0,1970,0,0,1970,2,2,0,2,0,2,1.3862943611198906,85008.51047864111
179,1966,70.0,7903,5,5,1960,1960,0.0,739.0,0.0,503.0,1242.0,1242,0,0,1242,1.0,0.0,1,1,3,1,6,0,1.0,324.0,0,0,0,0,0,0,0,5,2007,2484.0,3.0,0.0012077294685990338,0.0012077294685990338,4,NAmes,16,5,0,0,0,0,1,0,1,1,1,0,1,1,0,R,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,1,1,1,0,0,1960,0,0,1960,2,2,0,2,0,2,1.6094379124341003,141294.12259922875
180,292,51.0,9839,5,2,1931,1950,0.0,0.0,0.0,894.0,894.0,894,772,0,1666,1.0,0.0,1,0,3,1,7,1,0.0,0.0,0,156,0,0,0,0,0,5,2010,2560.0,2.0,0.00078125,0.001171875,4,SWISU,21,5,0,0,0,0,1,0,1,1,0,0,1,1,0,R,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1931,2,3,4,0,0,2,1.6094379124341003,125782.54202834266
181,1204,0.0,9900,7,5,1968,1968,342.0,552.0,0.0,280.0,832.0,1098,880,0,1978,0.0,0.0,2,1,4,1,9,1,2.0,486.0,0,43,0,0,0,0,0,4,2008,2810.0,3.0,0.0010676156583629894,0.0014234875444839859,4,NWAmes,11,3,0,0,1,0,0,0,1,1,1,0,1,1,0,R,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,1,0,1,0,0,1968,0,0,1968,2,2,4,2,0,2,1.9459101490553132,211965.92528663934
182,1829,0.0,17542,7,7,1974,2003,0.0,125.0,1031.0,36.0,1192.0,1516,651,0,2167,1.0,0.0,2,1,3,1,9,2,2.0,518.0,220,47,0,0,0,0,0,7,2007,3359.0,4.0,0.0011908306043465317,0.0008931229532598987,4,Veenker,4,2,0,1,0,0,0,0,1,1,1,0,1,1,0,R,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,1,0,1,0,0,1974,1,1,0,2,2,4,2,0,4,1.9459101490553132,253791.7612166449
183,2419,75.0,9073,7,5,2006,2006,0.0,0.0,0.0,738.0,738.0,738,754,0,1492,0.0,0.0,2,1,3,1,8,0,2.0,440.0,100,32,0,0,0,0,0,10,2006,2230.0,3.0,0.0013452914798206279,0.0013452914798206279,0,Gilbert,12,3,0,0,1,0,0,0,1,1,1,0,1,1,0,R,0,1,0,0,0,0,0.0,0.0,0.0,0,0,1,0,1,0,1,1,1,1,0,2006,1,1,0,2,2,0,2,0,4,1.9459101490553132,197253.39214123262
184,391,78.0,10140,6,5,1974,1974,174.0,0.0,0.0,1064.0,1064.0,1350,0,0,1350,0.0,0.0,2,0,3,1,7,1,2.0,478.0,0,0,0,0,0,0,0,8,2009,2414.0,2.0,0.0008285004142502071,0.0012427506213753107,4,NWAmes,11,3,0,0,1,0,0,0,1,1,1,0,1,1,0,R,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,1974,2,2,2,2,0,2,1.791759469228055,170842.89222419195
185,798,60.0,9060,6,5,1939,1950,0.0,204.0,0.0,356.0,560.0,698,560,0,1258,0.0,0.0,1,0,2,1,6,0,1.0,280.0,0,0,0,0,0,0,0,10,2009,1818.0,1.0,0.00055005500550055,0.0011001100110011,4,Edwards,22,5,0,0,0,0,1,0,1,1,0,0,1,1,0,R,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,1939,2,2,0,2,0,2,1.791759469228055,121543.03431400223
186,481,0.0,8965,7,5,2003,2003,0.0,652.0,0.0,130.0,782.0,806,683,0,1489,1.0,0.0,2,1,3,1,8,1,2.0,400.0,0,75,0,0,0,0,0,6,2009,2271.0,4.0,0.0017613386173491853,0.001321003963011889,4,Gilbert,12,3,0,0,1,0,0,0,1,1,1,0,1,1,0,R,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,1,0,1,1,0,2003,1,1,0,2,2,4,2,0,4,1.9459101490553132,193421.95177239136
187,193,0.0,7793,7,7,1922,2005,0.0,474.0,0.0,634.0,1108.0,1160,908,0,2068,0.0,0.0,1,1,3,1,8,1,1.0,315.0,0,0,60,0,0,0,0,5,2010,3176.0,2.0,0.0006297229219143577,0.0009445843828715365,4,BrkSide,23,5,0,0,0,0,1,0,1,0,1,0,0,1,0,R,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,2,2,4,2,0,4,1.9459101490553132,199071.92720057233
188,555,63.0,9750,5,5,1962,1962,0.0,68.0,884.0,28.0,980.0,980,0,0,980,1.0,0.0,1,0,3,1,5,0,2.0,400.0,0,28,0,0,0,0,0,11,2009,1960.0,2.0,0.0010204081632653062,0.001530612244897959,4,Sawyer,19,5,0,0,0,0,1,0,1,1,1,0,1,1,0,R,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,1,1,1,0,0,1962,0,0,1962,2,2,0,2,0,2,1.6094379124341003,120673.82571586195
189,899,74.0,10206,3,3,1952,1952,0.0,0.0,0.0,0.0,0.0,944,0,0,944,0.0,0.0,1,0,2,1,4,0,2.0,528.0,0,0,0,0,0,0,0,7,2009,944.0,1.0,0.001059322033898305,0.00211864406779661,4,Edwards,22,5,0,0,0,0,1,0,1,0,1,0,1,0,0,R,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1952,2,0,0,3,0,3,1.0986122886681098,82608.26458692826
190,2357,78.0,10140,7,5,1976,1976,0.0,194.0,0.0,638.0,832.0,832,832,0,1664,0.0,0.0,2,1,4,1,8,1,2.0,528.0,0,28,0,0,259,0,0,3,2006,2496.0,3.0,0.001201923076923077,0.0016025641025641025,4,NWAmes,11,3,0,0,1,0,0,0,1,1,1,0,1,1,0,R,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,1976,2,2,2,2,0,2,1.9459101490553132,193706.06096838092
191,328,31.0,2394,5,6,1973,1973,0.0,915.0,0.0,30.0,945.0,945,0,0,945,1.0,1.0,1,0,2,1,5,1,1.0,253.0,174,0,56,0,108,0,0,5,2010,1890.0,3.0,0.0015873015873015873,0.0010582010582010583,4,MeadowV,27,6,0,0,0,0,0,1,3,1,1,0,0,1,0,R,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,1973,0,0,1973,2,2,1,2,0,2,1.6094379124341003,108681.68263294845
192,1356,55.0,10267,6,7,1918,2000,0.0,210.0,606.0,0.0,816.0,838,0,0,838,1.0,0.0,1,0,2,1,5,0,1.0,275.0,0,0,112,0,0,0,0,5,2008,1654.0,2.0,0.0012091898428053204,0.0012091898428053204,4,BrkSide,23,5,0,0,0,0,1,0,1,1,0,0,1,1,0,R,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,1,0,0,1918,0,0,1918,4,4,0,2,0,3,1.791759469228055,124595.6968478612
193,1154,60.0,6360,5,5,1963,1963,0.0,489.0,0.0,375.0,864.0,864,0,0,864,0.0,0.0,1,0,3,1,5,0,1.0,276.0,0,0,0,0,0,0,650,1,2008,1728.0,1.0,0.0005787037037037037,0.001736111111111111,5,Sawyer,19,5,0,0,0,0,1,0,1,1,1,0,1,1,0,R,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,1,1,0,0,1963,0,0,1963,2,4,0,2,0,2,1.6094379124341003,101366.32843113929
194,1730,65.0,10237,6,5,2005,2007,0.0,0.0,0.0,783.0,783.0,783,701,0,1484,0.0,0.0,2,1,3,1,8,1,2.0,393.0,0,72,0,0,0,0,0,7,2007,2267.0,3.0,0.0013233348037053375,0.0013233348037053375,0,Gilbert,12,3,0,0,1,0,0,0,1,1,1,0,1,1,0,R,0,1,0,0,0,0,0.0,0.0,0.0,0,0,1,0,1,0,1,0,1,1,0,2005,1,1,0,2,2,4,2,0,4,1.791759469228055,180815.80845673816
195,2249,0.0,7540,6,6,1978,1978,0.0,773.0,0.0,115.0,888.0,912,0,0,912,1.0,0.0,1,0,2,1,5,1,2.0,470.0,0,0,0,0,192,0,0,6,2007,1800.0,2.0,0.0011111111111111111,0.0011111111111111111,4,Mitchel,15,4,0,0,0,1,0,0,1,1,1,0,1,1,0,R,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1978,2,2,2,2,0,2,1.791759469228055,142644.56074455884
196,1119,80.0,9428,8,5,2007,2008,310.0,729.0,0.0,226.0,955.0,955,919,0,1874,1.0,0.0,2,1,3,1,8,1,3.0,880.0,168,108,0,0,0,0,0,2,2008,2829.0,4.0,0.0014139271827500884,0.0010604453870625664,0,Somerst,6,2,0,1,0,0,0,0,1,1,1,0,1,1,0,R,0,1,0,0,0,0,0.0,0.0,0.0,0,0,1,1,1,0,1,0,1,1,1,0,1,1,0,2,2,4,2,0,4,2.0794415416798357,271213.0145793973
197,2856,84.0,10164,5,5,1939,1950,0.0,646.0,0.0,346.0,992.0,992,473,0,1465,0.0,0.0,2,0,3,1,6,2,1.0,240.0,0,126,0,0,0,0,0,7,2006,2457.0,2.0,0.000814000814000814,0.001221001221001221,4,SWISU,21,5,0,0,0,0,1,0,1,1,1,0,0,1,0,R,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,1,1,1,0,0,1939,0,0,1939,2,3,2,2,0,2,1.6094379124341003,132172.2350346701
198,1394,85.0,13825,5,6,1958,1987,0.0,0.0,0.0,533.0,533.0,1021,580,0,1601,0.0,1.0,1,0,3,1,6,0,1.0,300.0,280,34,0,0,0,0,0,12,2008,2134.0,2.0,0.0009372071227741331,0.0014058106841611997,4,Sawyer,19,5,0,0,0,0,1,0,1,1,1,0,1,0,0,R,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,1958,4,2,0,2,0,2,1.6094379124341003,131354.2257063239
199,2587,55.0,7700,5,7,1956,1956,0.0,271.0,0.0,30.0,301.0,1145,0,0,1145,0.0,0.0,1,0,3,1,6,0,2.0,684.0,0,0,0,0,0,0,0,9,2006,1446.0,1.0,0.0006915629322268327,0.002074688796680498,4,NAmes,16,5,0,0,0,0,1,0,1,1,1,0,1,0,0,R,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1956,2,2,0,2,0,2,1.6094379124341003,120807.91611442738
200,61,60.0,17433,8,5,1998,1998,114.0,0.0,0.0,1629.0,1629.0,1645,830,0,2475,0.0,0.0,2,1,4,1,7,1,3.0,962.0,23,172,0,0,256,0,0,1,2010,4104.0,3.0,0.0007309941520467836,0.0009746588693957114,4,NoRidge,2,1,1,0,0,0,0,0,1,1,1,0,1,1,0,R,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,1,1,0,1,1,1,0,0,1998,0,0,1998,2,2,2,2,0,4,2.0794415416798357,314446.5902510247
201,2661,70.0,6300,7,6,1910,2005,0.0,0.0,0.0,1226.0,1226.0,1226,878,0,2104,0.0,0.0,2,0,5,1,9,0,2.0,432.0,0,341,88,0,0,0,0,7,2006,3330.0,2.0,0.0006006006006006006,0.0015015015015015015,4,OldTown,24,6,0,0,0,0,0,1,3,1,0,0,1,1,0,R,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,1,1,1,0,1,0,1,1,0,2,2,0,2,0,2,1.9459101490553132,193753.655171082
202,2711,80.0,10366,6,7,1964,1964,0.0,456.0,0.0,456.0,912.0,934,0,0,934,0.0,1.0,1,0,2,1,4,0,1.0,336.0,77,0,0,0,0,0,500,7,2006,1846.0,2.0,0.0010834236186348862,0.0010834236186348862,4,Sawyer,19,5,0,0,0,0,1,0,1,1,1,0,1,1,0,R,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,1964,0,0,1964,4,2,0,2,0,2,1.791759469228055,129190.13332882241
203,1147,76.0,9291,6,5,1993,1993,120.0,426.0,0.0,406.0,832.0,832,878,0,1710,0.0,0.0,2,1,3,1,7,0,2.0,506.0,144,70,0,0,0,0,0,6,2008,2542.0,3.0,0.0011801730920535012,0.0011801730920535012,4,SawyerW,14,3,0,0,1,0,0,0,1,1,1,0,1,1,0,R,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,1,1,1,0,0,1993,0,0,1993,2,2,0,2,0,4,1.791759469228055,180997.76299851955
204,757,0.0,5775,6,7,1915,2002,0.0,0.0,0.0,483.0,483.0,741,686,0,1427,0.0,0.0,1,0,3,1,7,0,1.0,379.0,0,24,112,0,0,0,0,2,2009,1910.0,1.0,0.0005235602094240838,0.0015706806282722514,4,OldTown,24,6,0,0,0,0,0,1,3,1,1,0,0,1,0,R,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,1,1,1,0,1,0,1,1,0,2,2,0,2,0,4,1.791759469228055,130559.80708115578
205,2623,60.0,7200,4,5,1950,1950,0.0,0.0,0.0,0.0,0.0,1040,0,0,1040,0.0,0.0,1,0,2,1,4,0,2.0,420.0,0,29,0,0,0,0,0,7,2006,1040.0,1.0,0.0009615384615384616,0.0019230769230769232,4,NAmes,16,5,0,0,0,0,1,0,1,1,1,0,1,1,0,R,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,1950,0,0,1950,2,0,0,2,0,2,1.3862943611198906,88697.23459157175
206,2378,24.0,2179,6,5,1976,1976,0.0,70.0,0.0,785.0,855.0,855,601,0,1456,0.0,0.0,2,1,3,1,6,1,2.0,460.0,0,28,0,0,0,0,0,7,2006,2311.0,3.0,0.0012981393336218088,0.0012981393336218088,4,NPkVill,18,5,0,0,0,0,1,0,1,1,1,0,1,1,0,R,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,1,1,1,0,0,1976,0,0,1976,2,2,2,2,0,2,1.791759469228055,156723.63058345526
207,1413,50.0,9360,6,8,1962,2001,216.0,324.0,0.0,297.0,621.0,621,648,0,1269,0.0,0.0,1,1,3,1,7,0,1.0,280.0,0,236,0,0,0,0,0,11,2008,1890.0,2.0,0.0010582010582010583,0.0015873015873015873,4,Edwards,22,5,0,0,0,0,1,0,1,1,1,0,1,1,0,R,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,1,1,1,0,0,1962,1,1,0,2,2,0,2,0,2,1.791759469228055,147787.8650639144
208,1722,44.0,6442,8,5,2006,2006,178.0,24.0,0.0,1346.0,1370.0,1370,0,0,1370,0.0,0.0,2,0,2,1,6,1,2.0,484.0,120,49,0,0,0,0,0,10,2007,2740.0,2.0,0.00072992700729927,0.00072992700729927,4,NridgHt,1,1,1,0,0,0,0,0,1,1,1,0,1,1,0,R,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,2,4,4,2,0,4,2.0794415416798357,254021.69612559667
209,1112,86.0,14598,6,5,2007,2007,74.0,0.0,0.0,894.0,894.0,894,1039,0,1933,0.0,0.0,2,1,4,1,9,1,3.0,668.0,100,18,0,0,0,0,0,1,2008,2827.0,3.0,0.0010611956137247967,0.0014149274849663955,4,Somerst,6,2,0,1,0,0,0,0,1,1,1,0,1,1,0,R,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,1,0,1,1,0,2007,1,1,0,2,2,4,2,0,4,1.791759469228055,206375.10560719421
210,1623,0.0,8637,6,5,1999,2000,0.0,871.0,0.0,52.0,923.0,947,767,0,1714,1.0,0.0,2,1,3,1,7,1,2.0,451.0,256,48,0,0,0,0,0,4,2007,2637.0,4.0,0.0015168752370117557,0.0011376564277588168,4,Gilbert,12,3,0,0,1,0,0,0,1,1,1,0,1,1,0,R,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,1,1,1,0,0,1999,0,0,1999,2,2,2,2,0,2,1.791759469228055,187817.068943125
211,1201,76.0,9120,6,6,1974,1974,270.0,442.0,0.0,459.0,901.0,943,933,0,1876,0.0,0.0,2,1,4,1,8,1,2.0,540.0,0,69,0,0,0,0,0,7,2008,2777.0,3.0,0.0010803024846957148,0.0014404033129276198,4,NWAmes,11,3,0,0,1,0,0,0,1,1,1,0,1,1,0,R,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,1974,2,2,2,2,0,4,1.791759469228055,192621.2065623875
212,1513,67.0,5142,4,7,1923,2008,0.0,224.0,0.0,725.0,949.0,949,343,0,1292,0.0,0.0,1,1,3,1,6,0,1.0,205.0,0,0,183,0,0,0,0,6,2008,2241.0,2.0,0.000892458723784025,0.0013386880856760374,4,Edwards,22,5,0,0,0,0,1,0,1,1,0,0,1,1,0,R,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,1,1,1,0,1,0,1,1,0,2,2,0,2,0,4,1.3862943611198906,125474.7392758718
213,957,150.0,215245,7,5,1965,1965,0.0,1236.0,820.0,80.0,2136.0,2036,0,0,2036,2.0,0.0,2,0,3,1,8,2,2.0,513.0,0,0,0,0,0,0,0,6,2009,4172.0,4.0,0.0009587727708533077,0.0007190795781399808,4,Timber,5,2,0,1,0,0,0,0,1,1,1,0,0,1,0,R,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,1,0,1,0,0,1965,0,0,1965,2,2,4,2,0,2,1.9459101490553132,254816.21175761227
214,1171,35.0,4109,9,5,1999,2000,260.0,1141.0,0.0,416.0,1557.0,1557,0,0,1557,1.0,0.0,2,0,2,1,5,1,2.0,484.0,124,113,0,0,0,0,0,6,2008,3114.0,3.0,0.0009633911368015414,0.0006422607578676942,4,Somerst,6,2,0,1,0,0,0,0,0,1,1,1,1,1,0,R,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,1999,0,0,1999,2,2,2,2,0,5,2.1972245773362196,297269.52515662444
215,1145,75.0,8285,7,5,1992,1992,0.0,397.0,0.0,439.0,836.0,844,893,0,1737,0.0,1.0,2,1,3,1,7,0,2.0,506.0,192,85,0,0,0,0,0,5,2008,2573.0,4.0,0.001554605518849592,0.001165954139137194,4,SawyerW,14,3,0,0,1,0,0,0,1,1,1,0,1,1,0,R,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,1992,2,2,0,2,0,4,1.9459101490553132,203736.84141046318
216,2726,0.0,20355,7,6,1967,1967,123.0,810.0,826.0,229.0,1865.0,1830,0,0,1830,1.0,0.0,1,0,2,1,6,2,2.0,521.0,0,115,168,0,0,0,0,6,2006,3695.0,2.0,0.0005412719891745603,0.0005412719891745603,4,ClearCr,7,2,0,1,0,0,0,0,1,1,1,0,0,1,0,R,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,0,1967,0,0,1967,2,2,4,2,0,2,1.9459101490553132,228152.1057500711
217,703,60.0,3378,7,8,1946,1992,0.0,0.0,0.0,651.0,651.0,707,682,0,1389,0.0,0.0,1,1,3,1,6,2,1.0,240.0,0,0,126,0,0,0,0,9,2009,2040.0,2.0,0.000980392156862745,0.0014705882352941176,4,OldTown,24,6,0,0,0,0,0,1,3,1,0,0,0,1,0,R,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,1,0,1,0,0,1946,0,0,1946,4,2,4,2,0,2,1.9459101490553132,136514.57545183945
218,760,86.0,5160,4,6,1923,1950,0.0,749.0,63.0,46.0,858.0,892,0,0,892,1.0,0.0,1,0,1,1,5,0,0.0,0.0,0,0,105,0,160,0,0,7,2009,1750.0,2.0,0.001142857142857143,0.0005714285714285715,5,IDOTRR,26,6,0,0,0,0,0,1,3,1,0,0,1,0,0,R,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,1,1,1,0,0,1923,0,0,1923,4,3,0,0,0,4,1.3862943611198906,73774.0171753992
219,1964,0.0,7500,5,7,1959,2003,0.0,574.0,0.0,466.0,1040.0,1040,0,0,1040,1.0,0.0,1,0,3,1,6,0,1.0,286.0,0,0,0,0,0,0,0,7,2007,2080.0,2.0,0.0009615384615384616,0.0014423076923076924,4,NAmes,16,5,0,0,0,0,1,0,1,1,1,0,1,1,0,R,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,1,1,1,0,0,1959,1,1,0,2,2,0,2,0,4,1.6094379124341003,133677.33030102064
220,2512,35.0,3735,7,5,1999,1999,218.0,450.0,0.0,241.0,691.0,713,739,0,1452,1.0,0.0,2,1,3,1,6,0,2.0,506.0,0,34,0,0,0,0,0,3,2006,2143.0,4.0,0.0018665422305179655,0.0013999066728884741,4,Somerst,6,2,0,1,0,0,0,0,0,1,1,0,1,1,0,R,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,1999,2,2,0,2,0,4,1.9459101490553132,204579.0842497204
221,159,64.0,6979,6,5,1980,1980,0.0,1056.0,0.0,0.0,1056.0,1056,0,0,1056,2.0,0.0,0,0,0,2,4,0,2.0,576.0,264,56,0,0,0,0,600,6,2010,2112.0,2.0,0.000946969696969697,0.0,4,OldTown,24,6,0,0,0,0,0,1,1,1,1,0,1,1,0,R,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,1980,0,0,1980,2,2,0,2,0,2,1.791759469228055,132036.98649317364
222,1281,71.0,7056,6,5,1963,1963,415.0,400.0,0.0,380.0,780.0,983,813,0,1796,1.0,0.0,1,1,4,1,8,1,2.0,483.0,0,50,0,0,0,0,0,10,2008,2576.0,3.0,0.0011645962732919255,0.0015527950310559005,4,NAmes,16,5,0,0,0,0,1,0,1,1,1,0,1,1,0,R,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,1,1,0,1,1,1,0,0,1963,0,0,1963,2,2,2,2,0,2,1.791759469228055,176806.82295978608
223,468,122.0,11911,6,5,2005,2005,0.0,0.0,0.0,684.0,684.0,684,876,0,1560,0.0,0.0,2,1,3,1,6,1,2.0,400.0,100,38,0,0,0,0,0,3,2009,2244.0,3.0,0.001336898395721925,0.001336898395721925,4,Gilbert,12,3,0,0,1,0,0,0,1,1,1,0,1,1,0,R,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,1,0,1,1,0,2005,1,1,0,2,2,4,2,0,4,1.791759469228055,168889.70943021198
224,290,0.0,7890,6,6,1939,1950,0.0,238.0,0.0,618.0,856.0,856,0,0,856,1.0,0.0,1,0,2,1,4,1,2.0,399.0,0,0,0,0,166,0,0,3,2010,1712.0,2.0,0.0011682242990654205,0.0011682242990654205,4,SWISU,21,5,0,0,0,0,1,0,1,1,1,0,1,1,0,R,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,0,1939,0,0,1939,2,2,4,2,0,2,1.791759469228055,127258.56087952075
225,665,60.0,10800,5,7,1920,1950,0.0,0.0,0.0,720.0,720.0,846,0,0,846,0.0,0.0,1,0,2,1,4,0,2.0,576.0,0,0,0,0,0,0,0,6,2009,1566.0,1.0,0.0006385696040868455,0.001277139208173691,4,OldTown,24,6,0,0,0,0,0,1,1,0,0,0,1,1,0,R,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1920,2,2,0,2,0,4,1.6094379124341003,96275.94959218887
226,1463,0.0,11250,8,5,2002,2002,0.0,0.0,0.0,1128.0,1128.0,1149,1141,0,2290,0.0,0.0,2,1,4,1,9,1,2.0,779.0,0,0,0,0,0,0,0,5,2008,3418.0,3.0,0.0008777062609713282,0.0011702750146284377,4,CollgCr,9,3,0,0,1,0,0,0,1,1,1,0,1,1,0,R,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,1,0,1,1,0,2002,1,1,0,2,2,4,2,0,4,2.0794415416798357,249973.8365944661
