,id,lot_frontage,lot_area,overall_qual,overall_cond,year_built,year_remod/add,mas_vnr_area,bsmtfin_sf_1,bsmtfin_sf_2,bsmt_unf_sf,total_bsmt_sf,1st_flr_sf,2nd_flr_sf,low_qual_fin_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,totrms_abvgrd,fireplaces,garage_cars,garage_area,wood_deck_sf,open_porch_sf,enclosed_porch,3ssn_porch,screen_porch,pool_area,misc_val,mo_sold,yr_sold,sale_price,total_sf,total_bth,total_bth/sf,total_bed/sf,sale_code,neighborhood,nbhd_rank,nbhd_rank_idx,nbhd_rank_idx_1,nbhd_rank_idx_2,nbhd_rank_idx_3,nbhd_rank_idx_4,nbhd_rank_idx_5,nbhd_rank_idx_6,zone_code,A/C_Y,pvddrv_Y,ex_kitch,is_flat,func_typ,ex_ext,zoning,zne_C (all),zne_I (all),zne_R,cond1_A,cond1_N,cond2_A,cond2_N,PosA,PosN,pos_a/n,has_pool,good_pool,sale_high,good_roof,2story,feats,good_bsmt,good_fire,good_grg,is_new,is_new_1,old_val,is_new_rem,is_new_rem_1,old_rem,ext_code,bsmt_code,fire_code,grg_code,pool_code,ktch_code,log_qual
418,998,53.0,14137,5,5,1996,1997,0.0,450.0,0.0,898.0,1348.0,1384,0,0,1384,1.0,0.0,2,0,3,1,7,0,2.0,404.0,0,39,0,0,0,0,0,11,2008,177900,2732.0,3.0,0.0010980966325036604,0.0010980966325036604,4,Gilbert,12,3,0,0,1,0,0,0,1,1,1,0,1,1,0,R,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,1996,0,0,1996,2,2,0,2,0,4,1.6094379124341003
419,2203,53.0,6720,6,7,1921,1950,0.0,0.0,0.0,585.0,585.0,851,585,0,1436,0.0,0.0,1,0,3,1,7,1,1.0,228.0,184,0,0,0,0,0,0,4,2007,141500,2021.0,1.0,0.0004948045522018803,0.0014844136566056407,3,Crawfor,8,3,0,0,1,0,0,0,1,0,1,0,1,1,0,R,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,1,0,1,0,0,1921,0,0,1921,2,2,4,2,0,2,1.791759469228055
420,356,60.0,7500,6,5,1998,1999,0.0,476.0,0.0,476.0,952.0,952,684,0,1636,1.0,0.0,2,1,3,1,7,1,2.0,440.0,0,84,0,0,0,0,0,10,2009,191000,2588.0,4.0,0.0015455950540958269,0.00115919629057187,4,Gilbert,12,3,0,0,1,0,0,0,1,1,1,0,1,1,0,R,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,1,1,1,0,0,1998,0,0,1998,2,2,2,2,0,2,1.791759469228055
421,2475,63.0,13072,6,5,2004,2004,0.0,941.0,0.0,217.0,1158.0,1158,0,0,1158,1.0,0.0,1,1,3,1,5,0,2.0,576.0,0,50,0,0,0,0,0,5,2006,158000,2316.0,3.0,0.0012953367875647669,0.0012953367875647669,0,SawyerW,14,3,0,0,1,0,0,0,1,1,1,0,1,1,0,R,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,1,0,0,0,1,1,1,1,1,0,1,1,0,2,2,0,2,0,4,1.791759469228055
422,2264,67.0,10656,8,5,2006,2007,274.0,0.0,0.0,1638.0,1638.0,1646,0,0,1646,0.0,0.0,2,0,3,1,6,1,3.0,870.0,192,80,0,0,0,0,0,11,2007,248900,3284.0,2.0,0.0006090133982947625,0.0009135200974421437,0,Timber,5,2,0,1,0,0,0,0,1,1,1,0,0,1,0,R,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,1,0,0,0,1,0,1,1,1,0,1,1,0,2,2,4,2,0,4,2.0794415416798357
423,2201,60.0,7200,5,7,1937,1950,252.0,569.0,0.0,162.0,731.0,981,787,0,1768,1.0,0.0,1,1,3,1,7,2,1.0,240.0,0,0,264,0,0,0,0,6,2007,175000,2499.0,3.0,0.0012004801920768306,0.0012004801920768306,4,SWISU,21,5,0,0,0,0,1,0,1,1,1,0,1,1,0,R,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,1,1,1,0,0,1937,0,0,1937,2,2,2,2,0,4,1.6094379124341003
424,2545,80.0,8800,6,7,1965,2000,0.0,901.0,252.0,34.0,1187.0,1565,0,0,1565,1.0,0.0,2,0,3,1,7,2,1.0,299.0,200,25,211,0,0,0,460,6,2006,185900,2752.0,3.0,0.0010901162790697674,0.0010901162790697674,4,NAmes,16,5,0,0,0,0,1,0,1,1,1,0,1,0,0,R,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,1,1,1,0,0,1965,0,0,1965,4,2,2,2,0,4,1.791759469228055
425,2660,60.0,10800,7,7,1914,1970,0.0,390.0,0.0,490.0,880.0,880,888,0,1768,0.0,0.0,1,1,2,1,6,2,2.0,320.0,0,341,0,0,0,0,0,10,2006,163000,2648.0,2.0,0.0007552870090634441,0.0007552870090634441,4,OldTown,24,6,0,0,0,0,0,1,3,0,0,0,1,1,0,R,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,1,1,1,0,0,1914,0,0,1914,2,2,2,2,0,2,1.9459101490553132
426,2882,50.0,9000,5,6,1951,1951,0.0,0.0,0.0,660.0,660.0,1060,336,0,1396,0.0,0.0,2,0,4,2,8,0,0.0,0.0,0,0,0,0,0,0,0,10,2006,115000,2056.0,2.0,0.0009727626459143969,0.0019455252918287938,4,IDOTRR,26,6,0,0,0,0,0,1,4,0,1,0,1,0,0,C (all),1,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,1,1,1,0,0,1951,0,0,1951,3,2,0,0,0,2,1.6094379124341003
427,1379,80.0,13014,6,5,1978,1978,39.0,528.0,0.0,480.0,1008.0,1096,0,0,1096,1.0,0.0,1,0,3,1,6,1,2.0,484.0,168,0,0,0,0,0,0,12,2008,157500,2104.0,2.0,0.0009505703422053232,0.0014258555133079848,4,Sawyer,19,5,0,0,0,0,1,0,1,1,1,0,1,1,0,R,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,1978,0,0,1978,2,2,3,2,0,2,1.791759469228055
428,491,0.0,15896,7,5,1999,1999,210.0,913.0,0.0,264.0,1177.0,1223,1089,0,2312,1.0,0.0,2,1,4,1,8,1,3.0,658.0,298,0,0,0,0,0,0,5,2009,245000,3489.0,4.0,0.0011464603038119805,0.0011464603038119805,4,Gilbert,12,3,0,0,1,0,0,0,1,1,1,0,1,1,0,R,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,1,1,1,0,0,1999,0,0,1999,2,2,2,2,0,4,1.9459101490553132
429,1002,41.0,5395,8,5,1993,1993,0.0,733.0,0.0,604.0,1337.0,1337,0,0,1337,1.0,0.0,2,0,2,1,5,1,2.0,462.0,96,0,70,168,0,0,0,10,2008,180000,2674.0,3.0,0.0011219147344801795,0.0007479431563201197,4,StoneBr,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0,R,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,1993,0,0,1993,2,2,2,2,0,4,2.0794415416798357
430,1848,0.0,5105,7,5,2004,2004,0.0,239.0,0.0,312.0,551.0,551,551,0,1102,0.0,0.0,2,1,2,1,4,0,2.0,480.0,0,60,0,0,0,0,0,3,2007,148800,1653.0,3.0,0.0018148820326678765,0.0012099213551119178,4,Somerst,6,2,0,1,0,0,0,0,0,1,1,0,1,1,0,R,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,1,1,1,1,1,0,1,1,0,2,2,0,2,0,4,1.9459101490553132
431,1455,75.0,9473,8,5,2002,2002,0.0,804.0,0.0,324.0,1128.0,1128,903,0,2031,1.0,0.0,2,1,3,1,7,1,2.0,577.0,0,211,0,0,0,0,0,3,2008,237000,3159.0,4.0,0.0012662234884457107,0.000949667616334283,4,CollgCr,9,3,0,0,1,0,0,0,1,1,1,0,1,1,0,R,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,1,0,1,1,1,0,1,1,0,2,2,4,2,0,4,2.0794415416798357
432,908,60.0,8400,2,5,1920,1950,0.0,290.0,0.0,0.0,290.0,438,0,0,438,0.0,0.0,1,0,1,1,3,0,1.0,246.0,0,0,0,0,0,0,0,1,2009,60000,728.0,1.0,0.0013736263736263737,0.0013736263736263737,4,SWISU,21,5,0,0,0,0,1,0,1,0,0,0,0,1,0,R,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,1920,0,0,1920,2,3,0,2,0,3,0.6931471805599453
433,1490,64.0,12102,5,5,1976,1976,222.0,456.0,0.0,0.0,456.0,1033,0,0,1033,0.0,1.0,1,0,3,1,6,0,2.0,504.0,224,0,0,0,0,0,0,4,2008,165000,1489.0,2.0,0.001343183344526528,0.0020147750167897917,4,Edwards,22,5,0,0,0,0,1,0,1,1,1,0,1,1,0,R,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,1,0,0,1976,0,0,1976,2,4,0,2,0,2,1.6094379124341003
434,1465,41.0,10905,7,5,2003,2003,0.0,0.0,0.0,1129.0,1129.0,1129,1198,0,2327,0.0,0.0,2,1,4,1,9,1,2.0,596.0,0,57,0,0,0,0,0,8,2008,240000,3456.0,3.0,0.0008680555555555555,0.0011574074074074073,4,CollgCr,9,3,0,0,1,0,0,0,1,1,1,0,1,1,0,R,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,1,0,1,1,1,0,1,1,0,2,2,4,2,0,4,1.9459101490553132
435,1627,0.0,9556,7,5,1992,1993,52.0,0.0,0.0,1168.0,1168.0,1187,0,0,1187,0.0,0.0,2,0,3,1,6,0,2.0,420.0,0,21,0,0,0,0,0,8,2007,160000,2355.0,2.0,0.0008492569002123143,0.0012738853503184713,4,Gilbert,12,3,0,0,1,0,0,0,1,1,1,0,1,1,0,R,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,1992,0,0,1992,2,2,0,2,0,4,1.9459101490553132
436,2849,58.0,6430,6,6,1945,1950,0.0,780.0,0.0,0.0,780.0,816,524,0,1340,1.0,0.0,1,0,3,1,6,0,1.0,440.0,0,0,0,0,0,0,0,7,2006,128000,2120.0,2.0,0.0009433962264150943,0.0014150943396226414,4,SWISU,21,5,0,0,0,0,1,0,2,0,1,0,0,1,0,R,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,1,1,1,0,0,1945,0,0,1945,2,2,0,2,0,2,1.791759469228055
437,1501,65.0,6040,4,5,1955,1955,0.0,0.0,0.0,0.0,0.0,1152,0,0,1152,0.0,0.0,2,0,2,2,6,0,0.0,0.0,0,0,0,0,0,0,0,6,2008,82000,1152.0,2.0,0.001736111111111111,0.001736111111111111,4,Edwards,22,5,0,0,0,0,1,0,1,0,0,0,1,1,0,R,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,1955,0,0,1955,2,0,0,0,0,3,1.3862943611198906
438,626,80.0,14695,6,8,1966,2008,210.0,1387.0,0.0,175.0,1562.0,1567,0,0,1567,1.0,0.0,2,0,2,1,5,2,2.0,542.0,0,110,0,0,342,0,0,7,2009,256000,3129.0,3.0,0.0009587727708533077,0.0006391818472355385,4,NAmes,16,5,0,0,0,0,1,0,1,1,1,0,1,1,0,R,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,0,1966,1,1,0,4,2,4,2,0,4,1.791759469228055
439,722,50.0,9000,7,9,1920,1988,0.0,624.0,0.0,26.0,650.0,832,650,0,1482,0.0,1.0,1,0,3,1,7,0,2.0,324.0,0,0,0,0,0,0,0,7,2009,143000,2132.0,2.0,0.0009380863039399625,0.0014071294559099437,4,OldTown,24,6,0,0,0,0,0,1,3,1,1,0,1,1,0,R,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,1,1,0,1,1,1,0,0,1920,0,0,1920,4,2,0,2,0,2,1.9459101490553132
440,2260,67.0,8368,7,5,2006,2007,0.0,0.0,0.0,1689.0,1689.0,1689,0,0,1689,0.0,0.0,2,0,3,1,7,0,2.0,433.0,100,39,0,0,0,0,0,4,2007,231713,3378.0,2.0,0.0005920663114268798,0.0008880994671403197,0,Timber,5,2,0,1,0,0,0,0,1,1,1,0,0,1,0,R,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,1,0,0,0,1,1,1,1,1,0,1,1,0,2,2,0,2,0,4,1.9459101490553132
441,1639,195.0,41600,5,5,1969,1990,0.0,1047.0,0.0,53.0,1100.0,1424,0,0,1424,1.0,0.0,1,1,3,1,7,0,3.0,828.0,144,0,0,0,0,0,0,11,2007,155000,2524.0,3.0,0.0011885895404120444,0.0011885895404120444,4,Gilbert,12,3,0,0,1,0,0,0,1,1,0,0,1,0,0,R,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,1969,0,0,1969,2,2,0,2,0,2,1.6094379124341003
442,1603,59.0,6490,5,7,1983,1983,0.0,534.0,0.0,282.0,816.0,816,0,0,816,0.0,1.0,1,0,2,1,4,0,1.0,264.0,315,0,0,0,0,0,0,4,2008,128500,1632.0,2.0,0.0012254901960784314,0.0012254901960784314,4,Mitchel,15,4,0,0,0,1,0,0,1,1,1,0,1,1,0,R,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,1983,0,0,1983,4,2,0,2,0,2,1.6094379124341003
443,1520,60.0,7290,7,8,1921,1950,174.0,0.0,0.0,1228.0,1228.0,1424,0,0,1424,0.0,0.0,2,0,2,1,7,1,1.0,312.0,0,0,90,0,0,0,0,4,2008,168000,2652.0,2.0,0.0007541478129713424,0.0007541478129713424,4,SWISU,21,5,0,0,0,0,1,0,1,1,1,0,1,1,0,R,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,0,1921,0,0,1921,2,2,4,2,0,2,1.9459101490553132
444,1665,0.0,7472,7,9,1972,2004,138.0,626.0,0.0,99.0,725.0,725,754,0,1479,1.0,0.0,1,1,4,1,7,0,2.0,484.0,0,32,0,0,0,0,0,6,2007,184000,2204.0,3.0,0.0013611615245009074,0.0018148820326678765,4,NAmes,16,5,0,0,0,0,1,0,1,1,1,0,1,1,0,R,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,1,1,1,0,0,1972,1,1,0,2,2,0,2,0,4,1.9459101490553132
445,2635,70.0,7000,5,5,1962,1962,0.0,953.0,0.0,72.0,1025.0,1025,0,0,1025,1.0,0.0,1,0,3,1,6,0,0.0,0.0,96,80,0,0,0,0,0,3,2006,124000,2050.0,2.0,0.000975609756097561,0.0014634146341463415,4,NAmes,16,5,0,0,0,0,1,0,1,1,1,0,1,1,0,R,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,1962,0,0,1962,2,2,0,0,0,2,1.6094379124341003
446,581,0.0,11717,6,6,1970,1970,571.0,0.0,0.0,1442.0,1442.0,1442,0,0,1442,0.0,0.0,2,0,2,1,6,1,2.0,615.0,371,0,0,0,0,0,0,2,2009,185000,2884.0,2.0,0.0006934812760055479,0.0006934812760055479,4,NWAmes,11,3,0,0,1,0,0,0,1,1,1,0,1,1,0,R,0,0,1,1,0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,1,1,1,0,0,1970,0,0,1970,2,2,2,2,0,2,1.791759469228055
447,2435,106.0,11194,8,5,2000,2000,40.0,0.0,0.0,1406.0,1406.0,1454,482,0,1936,0.0,0.0,2,1,3,1,7,1,2.0,504.0,188,124,0,0,0,0,0,11,2006,230500,3342.0,3.0,0.0008976660682226212,0.0008976660682226212,4,Gilbert,12,3,0,0,1,0,0,0,1,1,1,0,1,1,0,R,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,1,1,1,0,0,2000,0,0,2000,2,2,2,2,0,4,2.0794415416798357
448,2799,90.0,11250,7,5,1998,1998,227.0,796.0,0.0,258.0,1054.0,1070,869,0,1939,0.0,1.0,2,1,3,1,8,1,3.0,555.0,128,84,0,0,0,0,0,5,2006,227000,2993.0,4.0,0.0013364517206815904,0.0010023387905111927,4,CollgCr,9,3,0,0,1,0,0,0,1,1,1,0,1,1,0,R,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,1,1,1,0,0,1998,0,0,1998,2,2,2,2,0,4,1.9459101490553132
449,883,64.0,8633,6,5,2005,2005,0.0,193.0,0.0,545.0,738.0,738,738,0,1476,1.0,0.0,2,1,3,1,7,0,2.0,540.0,100,35,0,0,0,0,0,2,2009,173500,2214.0,4.0,0.0018066847335140017,0.0013550135501355014,4,CollgCr,9,3,0,0,1,0,0,0,1,1,1,0,1,1,0,R,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,1,1,1,1,1,0,1,1,0,2,2,0,2,0,4,1.791759469228055
450,2537,70.0,8400,5,6,1968,1968,0.0,744.0,0.0,89.0,833.0,898,0,0,898,1.0,0.0,1,0,3,1,6,0,1.0,326.0,143,0,0,0,0,0,0,8,2006,140000,1731.0,2.0,0.0011554015020219526,0.0017331022530329288,4,NAmes,16,5,0,0,0,0,1,0,1,1,1,0,1,1,0,R,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,1968,0,0,1968,2,2,0,2,0,2,1.6094379124341003
451,1120,87.0,10037,8,5,2006,2007,0.0,666.0,0.0,794.0,1460.0,1460,0,0,1460,0.0,0.0,2,0,3,1,6,1,2.0,480.0,0,20,0,0,0,0,0,8,2008,247000,2920.0,2.0,0.0006849315068493151,0.0010273972602739725,4,Somerst,6,2,0,1,0,0,0,0,1,1,1,0,1,1,0,R,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,1,0,1,1,1,0,1,1,0,2,2,4,2,0,4,2.0794415416798357
452,774,0.0,8014,6,5,1978,1978,23.0,456.0,0.0,0.0,456.0,1034,0,0,1034,0.0,1.0,1,0,3,1,5,1,2.0,504.0,0,0,0,0,0,0,0,6,2009,149900,1490.0,2.0,0.0013422818791946308,0.0020134228187919465,4,Sawyer,19,5,0,0,0,0,1,0,1,1,1,0,1,1,0,R,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,1978,0,0,1978,2,2,3,2,0,2,1.791759469228055
453,1447,0.0,12250,5,6,1978,1978,180.0,781.0,0.0,83.0,864.0,1174,0,0,1174,1.0,0.0,1,0,3,1,5,0,2.0,528.0,211,0,280,0,0,0,0,5,2008,158000,2038.0,2.0,0.0009813542688910696,0.0014720314033366045,4,CollgCr,9,3,0,0,1,0,0,0,1,1,1,0,1,1,0,R,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,1978,0,0,1978,2,2,0,2,0,2,1.6094379124341003
454,104,0.0,2403,7,5,2003,2003,0.0,244.0,0.0,286.0,530.0,530,550,0,1080,0.0,0.0,2,1,2,1,4,0,2.0,496.0,0,50,0,0,0,0,0,6,2010,147110,1610.0,3.0,0.0018633540372670807,0.0012422360248447205,4,Somerst,6,2,0,1,0,0,0,0,0,1,1,0,1,1,0,R,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,1,1,1,1,1,0,1,1,0,2,2,0,2,0,4,1.9459101490553132
455,2694,50.0,8600,6,6,1937,1950,0.0,0.0,0.0,780.0,780.0,780,596,0,1376,0.0,0.0,2,0,3,1,7,1,1.0,198.0,0,0,0,0,0,0,0,6,2006,119500,2156.0,2.0,0.0009276437847866419,0.0013914656771799629,4,IDOTRR,26,6,0,0,0,0,0,1,3,1,0,0,0,1,0,R,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,1,0,1,0,0,1937,0,0,1937,2,2,4,2,0,2,1.791759469228055
456,920,60.0,13680,5,6,1940,1950,0.0,728.0,0.0,112.0,840.0,840,727,0,1567,1.0,0.0,1,1,2,1,6,2,2.0,440.0,0,21,150,0,0,0,0,2,2009,205000,2407.0,3.0,0.0012463647694225177,0.0008309098462816784,4,Crawfor,8,3,0,0,1,0,0,0,1,1,1,0,0,0,0,R,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,1,1,1,0,0,1940,0,0,1940,2,2,2,2,0,2,1.6094379124341003
457,1951,60.0,10800,5,9,1895,1999,0.0,0.0,0.0,736.0,736.0,751,783,0,1534,0.0,0.0,1,1,3,1,6,0,0.0,0.0,0,112,0,0,0,0,0,7,2007,148000,2270.0,2.0,0.000881057268722467,0.0013215859030837004,4,OldTown,24,6,0,0,0,0,0,1,1,1,0,0,1,1,0,R,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,1,1,1,0,0,1895,0,0,1895,4,2,0,0,0,4,1.6094379124341003
458,9,39.0,5389,8,5,1995,1996,0.0,1180.0,0.0,415.0,1595.0,1616,0,0,1616,1.0,0.0,2,0,2,1,5,1,2.0,608.0,237,152,0,0,0,0,0,3,2010,236500,3211.0,3.0,0.0009342883836810962,0.0006228589224540642,4,StoneBr,0,1,1,0,0,0,0,0,1,1,1,0,1,1,0,R,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,1995,0,0,1995,2,2,2,2,0,4,2.0794415416798357
459,2848,60.0,10890,5,5,1938,1950,0.0,930.0,0.0,128.0,1058.0,1058,493,0,1551,1.0,0.0,2,0,3,1,6,0,1.0,240.0,0,0,0,0,0,0,0,7,2006,137000,2609.0,3.0,0.0011498658489842851,0.0011498658489842851,4,SWISU,21,5,0,0,0,0,1,0,1,1,1,0,1,1,0,R,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,1,1,1,0,0,1938,0,0,1938,2,2,0,2,0,3,1.6094379124341003
460,614,68.0,9768,5,5,1955,1955,0.0,100.0,247.0,613.0,960.0,960,0,0,960,1.0,0.0,1,0,2,1,5,0,1.0,330.0,0,70,0,0,0,0,0,2,2009,122000,1920.0,2.0,0.0010416666666666667,0.0010416666666666667,4,NAmes,16,5,0,0,0,0,1,0,1,1,1,0,1,1,0,R,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,1955,0,0,1955,2,2,0,2,0,2,1.6094379124341003
461,1736,73.0,8993,7,5,2007,2007,0.0,0.0,0.0,1302.0,1302.0,1302,0,0,1302,0.0,0.0,2,0,3,1,6,0,2.0,436.0,0,22,0,0,0,0,0,8,2007,176485,2604.0,2.0,0.0007680491551459293,0.001152073732718894,0,Gilbert,12,3,0,0,1,0,0,0,1,1,1,0,1,1,0,R,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,1,0,0,0,1,1,1,1,1,0,1,1,0,2,2,0,2,0,4,1.9459101490553132
462,2686,50.0,11672,5,5,1925,1950,0.0,0.0,0.0,816.0,816.0,816,0,0,816,0.0,0.0,1,0,2,1,4,0,1.0,210.0,168,0,112,0,0,0,0,7,2006,109000,1632.0,1.0,0.0006127450980392157,0.0012254901960784314,4,BrkSide,23,5,0,0,0,0,1,0,1,1,0,0,1,1,0,R,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,1925,0,0,1925,2,2,0,3,0,2,1.6094379124341003
463,2257,0.0,9763,7,5,1998,1998,239.0,1102.0,72.0,328.0,1502.0,1502,0,0,1502,1.0,0.0,1,1,1,1,5,1,1.0,286.0,0,0,0,0,0,0,0,9,2007,330000,3004.0,3.0,0.0009986684420772304,0.00033288948069241014,4,GrnHill,3,2,0,1,0,0,0,0,3,1,1,0,1,1,0,R,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,1998,0,0,1998,2,2,2,2,0,4,1.9459101490553132
464,1284,56.0,9836,6,5,2008,2008,0.0,96.0,0.0,96.0,192.0,1133,0,0,1133,1.0,0.0,1,0,3,1,7,0,1.0,308.0,0,175,0,0,0,0,0,12,2008,143000,1325.0,2.0,0.0015094339622641509,0.0022641509433962265,4,OldTown,24,6,0,0,0,0,0,1,3,0,1,0,0,1,0,R,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,2,2,0,2,0,2,1.791759469228055
465,1765,89.0,10557,9,5,1998,1998,422.0,672.0,0.0,736.0,1408.0,1671,1407,0,3078,1.0,0.0,2,1,4,1,9,1,3.0,806.0,108,87,0,0,0,0,0,7,2007,410000,4486.0,4.0,0.0008916629514043691,0.0008916629514043691,4,NoRidge,2,1,1,0,0,0,0,0,1,1,1,0,1,1,0,R,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,1,1,1,0,0,1998,0,0,1998,2,2,2,2,0,4,2.1972245773362196
466,1811,70.0,8462,6,5,1994,1994,105.0,814.0,0.0,114.0,928.0,936,785,0,1721,0.0,1.0,2,1,3,1,7,0,2.0,471.0,300,87,0,0,0,0,0,7,2007,201000,2649.0,4.0,0.0015100037750094375,0.0011325028312570782,4,SawyerW,14,3,0,0,1,0,0,0,1,1,1,0,1,1,0,R,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,1,1,0,0,1994,0,0,1994,4,4,0,2,0,4,1.791759469228055
467,2603,60.0,10818,4,4,1910,1950,0.0,0.0,0.0,1077.0,1077.0,981,779,0,1760,0.0,0.0,1,1,4,1,7,1,2.0,648.0,120,0,96,0,0,0,0,2,2006,80000,2837.0,2.0,0.0007049700387733521,0.0014099400775467042,5,OldTown,24,6,0,0,0,0,0,1,1,1,1,0,1,1,0,R,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,1,1,1,0,0,1910,0,0,1910,2,2,2,2,0,2,1.3862943611198906
468,2220,61.0,7259,6,8,1945,2002,0.0,774.0,150.0,104.0,1028.0,1436,884,0,2320,1.0,0.0,2,1,3,1,9,1,1.0,180.0,224,0,0,0,0,0,0,7,2007,259500,3348.0,4.0,0.0011947431302270011,0.0008960573476702509,4,Crawfor,8,3,0,0,1,0,0,0,1,1,1,0,1,1,0,R,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,1,1,1,0,0,1945,1,1,0,2,2,2,2,0,4,1.791759469228055
469,2273,0.0,11800,7,5,2003,2004,94.0,766.0,0.0,356.0,1122.0,1146,1340,0,2486,1.0,0.0,3,1,5,1,10,1,2.0,452.0,143,32,0,0,0,0,0,7,2007,279900,3608.0,5.0,0.001385809312638581,0.001385809312638581,4,Timber,5,2,0,1,0,0,0,0,1,1,1,0,1,1,0,R,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,1,0,1,1,1,0,1,1,0,2,2,4,2,0,4,1.9459101490553132
470,163,75.0,7500,5,7,1959,1994,0.0,340.0,906.0,0.0,1246.0,1246,0,0,1246,1.0,0.0,1,1,3,1,6,0,1.0,305.0,218,0,0,0,0,0,0,5,2010,154000,2492.0,3.0,0.001203852327447833,0.001203852327447833,4,NAmes,16,5,0,0,0,0,1,0,1,1,1,0,1,1,0,R,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,1,1,1,0,0,1959,0,0,1959,2,2,0,2,0,4,1.6094379124341003
